staff_id,first_name,last_name,full_name,gender,age,contact_number,role,department,specialization,qualification,years_experience,shift,hospital_id,hospital_name,city,governorate,on_leave
dc8d883b-d2ec-40fd-8522-c3eb5fdd3dc6,Hussein,Helmy,"Hussein, Helmy",Male,16,01589896195,Nurse,General,General Nurse,BSc Nursing,0,Morning,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
2fcd8642-0241-4938-aece-a831b0ca2fcf,Fatma,Amer,"Fatma, Amer",Female,-26,01563922564,Nurse,General,General Nurse,BSc Nursing,0,Evening,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
6edec978-6973-40e5-aba9-1599004a7140,Essam,Elsayed,"Essam, Elsayed",Male,8,01251179093,Nurse,General,General Nurse,BSc Nursing,0,Evening,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
e1635b88-d388-48ad-9352-26c89c57392a,Zahra,Elshamy,"Zahra, Elshamy",Female,-58,01074235849,Nurse,General,General Nurse,BSc Nursing,0,Evening,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
eb844f26-daa6-4fa9-b951-289ae0968e8f,Fatima,Hafez,"Fatima, Hafez",Female,3,01565459408,Nurse,General,General Nurse,BSc Nursing,0,Evening,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
b5f59f97-cd4f-46cf-b36e-504bf8727a1c,Zaki,Abdelrazek,"Zaki, Abdelrazek",Male,-40,01274796513,Nurse,General,General Nurse,BSc Nursing,0,Night,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
61618db8-d236-44b0-9e10-1eed3287e73a,Adham,Hisham,"Adham, Hisham",Male,-24,01122070381,Nurse,General,General Nurse,BSc Nursing,0,Morning,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
26e7f26b-3292-4e88-aeb5-436002a9de29,Hibah,Helmy,"Hibah, Helmy",Female,-43,01299116543,Nurse,General,General Nurse,BSc Nursing,0,Night,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,True
4f0fd5a9-3804-4660-9d9d-56b427d20c05,Nadia,Abdel Hamid,"Nadia, Abdel Hamid",Female,-40,01196154405,Nurse,General,General Nurse,BSc Nursing,0,Night,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
774a870e-df56-48c6-88a5-db31518e88b7,Raghda,Mohsen,"Raghda, Mohsen",Female,7,01543809066,Nurse,General,General Nurse,BSc Nursing,0,Night,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
4cb9c0b1-d682-4aa6-96d9-18a726deca05,Marwa,El-Masry,"Marwa, El-Masry",Female,-58,01199526291,Nurse,General,General Nurse,BSc Nursing,0,Morning,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
27e253ef-d260-4b72-ac44-30a07d96254c,Hany,Mahmoud,"Hany, Mahmoud",Male,-70,01285633276,Nurse,General,General Nurse,BSc Nursing,0,Evening,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
0c68eb24-f6e7-4662-8cae-ca14d70266e2,Rania,Abdallah,"Rania, Abdallah",Female,-23,01190802277,Nurse,General,General Nurse,BSc Nursing,0,Night,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
59de3ecb-74f1-4006-bb5e-63c6880722b0,Nahed,El-Shazly,"Nahed, El-Shazly",Female,20,01185928659,Nurse,General,General Nurse,BSc Nursing,0,Evening,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
3f995f84-08d3-4939-b29a-dba02eb75836,Tamer,Abdallah,"Tamer, Abdallah",Male,-32,01556402096,Nurse,General,General Nurse,BSc Nursing,0,Morning,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
e19baa83-507d-4e0d-ac5d-4311460848b6,Ibrahim,Saleh,"Ibrahim, Saleh",Male,-63,01512802788,Nurse,General,General Nurse,BSc Nursing,0,Night,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
0c17e060-0031-4ce6-a9a5-ab275a4ff3de,Riad,Abd El-Rahim,"Riad, Abd El-Rahim",Male,2,01542538632,Nurse,General,General Nurse,BSc Nursing,0,Evening,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
a1d85bf1-c0d3-4adc-ba5a-997b76ba8cc5,Mohab,Kamal,"Mohab, Kamal",Male,-28,01082228955,Nurse,General,General Nurse,BSc Nursing,0,Night,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
70df57e7-8a6a-4694-80ac-3515fbe7aae0,Lina,Rashad,"Lina, Rashad",Female,10,01158598551,Nurse,General,General Nurse,BSc Nursing,0,Night,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,True
a0070db5-642b-4630-996d-e0b053324354,Arwa,Youssef,"Arwa, Youssef",Female,-68,01244996899,Nurse,General,General Nurse,BSc Nursing,0,Evening,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
018bb3ef-d1eb-4edd-900d-17df095e2796,Siham,Mahmoud,"Siham, Mahmoud",Female,-74,01118079093,Nurse,General,General Nurse,BSc Nursing,0,Morning,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
4ca069da-9339-4d20-9914-851c290bd17c,Youssef,Sultan,"Youssef, Sultan",Male,-57,01156570657,Nurse,General,General Nurse,BSc Nursing,0,Night,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
8347760e-5280-4628-906c-bab760785bc5,Samia,Abdel Latif,"Samia, Abdel Latif",Female,-74,01233654440,Nurse,General,General Nurse,BSc Nursing,0,Evening,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
5949387a-ae7b-47ac-ae55-c6eb54c11018,Ahlam,Saad,"Ahlam, Saad",Female,-38,01587634754,Nurse,General,General Nurse,BSc Nursing,0,Evening,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
9802031a-2cbc-4550-8977-a43553f43327,Zaki,Abd El-Rahim,"Zaki, Abd El-Rahim",Male,-36,01511044763,Nurse,General,General Nurse,BSc Nursing,0,Morning,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
2c1c80f2-5100-477b-8739-8f765b767e0a,Leila,Abdelrahman,"Leila, Abdelrahman",Female,-74,01018101765,Nurse,General,General Nurse,BSc Nursing,0,Morning,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
54a67554-043c-4a29-ad6a-16b98c842aeb,Younes,Azzam,"Younes, Azzam",Male,-61,01013401210,Nurse,General,General Nurse,BSc Nursing,0,Evening,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
01251d87-a5e4-4806-989a-f4b636f7d3af,Alaa,Soliman,"Alaa, Soliman",Female,-53,01571874728,Nurse,General,General Nurse,BSc Nursing,0,Morning,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
ed030ce3-9452-4b29-b581-68fb7d7d4314,Nadia,Abd El-Hamid,"Nadia, Abd El-Hamid",Female,18,01060748198,Nurse,General,General Nurse,BSc Nursing,0,Morning,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
1f4fe9d7-50c8-4bde-a8f1-e458584ed69d,Farah,Fikry,"Farah, Fikry",Female,-62,01058401665,Nurse,General,General Nurse,BSc Nursing,0,Evening,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
4649fdbe-82a9-4725-9d50-9315f2600c7a,Rania,Mohamed,"Rania, Mohamed",Female,4,01137435568,Nurse,General,General Nurse,BSc Nursing,0,Evening,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
d89f342e-15dc-4d48-8f1b-478141bf25f6,Magda,Mostafa,"Magda, Mostafa",Female,4,01079099981,Nurse,General,General Nurse,BSc Nursing,0,Evening,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
5657dee4-0c72-44de-906d-90ddfa71c6d5,Bilal,Farrag,"Bilal, Farrag",Male,-29,01566646489,Nurse,General,General Nurse,BSc Nursing,0,Evening,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
8ecc6f28-2f47-4204-84c6-ba4365970926,Jannah,Aziz,"Jannah, Aziz",Female,-22,01569422749,Pharmacist,Pharmacy,Pharmacist,BSc Pharmacy,0,Night,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,True
335989e1-9b6e-4dc7-818a-d9b345203c1a,Tamer,Elsayed,"Tamer, Elsayed",Male,7,01250310833,Pharmacist,Pharmacy,Pharmacist,BSc Pharmacy,0,Night,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
df5af73a-a980-464b-abd5-8f66525fb768,Leen,Makram,"Leen, Makram",Female,8,01049596001,Pharmacist,Pharmacy,Pharmacist,BSc Pharmacy,0,Night,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
cf7a5a48-8c29-43e9-ab9a-57cf36b6c7a9,Fady,Badawy,"Fady, Badawy",Male,-30,01015908451,Maintaince,Maintaince,General Maintenance,High School Diploma,0,Evening,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,True
b4897d7c-2900-43a5-b60a-de7a0865452a,Omnia,Tawfik,"Omnia, Tawfik",Female,-20,01053602145,Maintaince,Maintaince,General Maintenance,High School Diploma,0,Morning,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
7cb4c213-4bd7-46c1-9978-0057e2cfb0db,Abbas,Abdel Wahab,"Abbas, Abdel Wahab",Male,-45,01027904289,Maintaince,Maintaince,General Maintenance,High School Diploma,0,Night,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
771d7463-edcb-4537-af07-eacdcc6f2c9b,Yusra,El-Gendy,"Yusra, El-Gendy",Female,-43,01012293093,Maintaince,Maintaince,Cleaner,High School Diploma,0,Night,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
42516a0b-3538-4d0b-bba1-06bb56e47e57,Raed,El-Baz,"Raed, El-Baz",Male,-33,01296769096,Maintaince,Maintaince,General Maintenance,High School Diploma,0,Evening,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
e7b5ca3b-6fbb-401b-9a50-73c0a03b21d4,Hebatallah,El-Din,"Hebatallah, El-Din",Female,-61,01556989106,Maintaince,Maintaince,Cleaner,High School Diploma,0,Morning,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
0e5b06f1-0066-4742-9a73-0d72ceee9a92,Doaa,El-Shazly,"Doaa, El-Shazly",Male,-36,01066345325,Maintaince,Maintaince,Cleaner,High School Diploma,0,Night,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
b16fd2ee-a4c8-404d-b473-7523f73395ef,Asmahan,Hamdy,"Asmahan, Hamdy",Female,-46,01524290221,Maintaince,Maintaince,General Maintenance,High School Diploma,0,Night,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
95148d12-4ec6-4f62-a7df-cc18f0e4b8ff,Hanady,Sultan,"Hanady, Sultan",Female,-67,01064321538,Maintaince,Maintaince,Cleaner,High School Diploma,0,Evening,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
34630fda-d5b1-48ad-a964-1017ffd10aaa,Jamal,Hafez,"Jamal, Hafez",Male,-52,01120245891,Maintaince,Maintaince,General Maintenance,High School Diploma,0,Evening,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
3cc25bd7-4936-4464-bf0b-ec5f69316d5e,Tala,El-Masry,"Tala, El-Masry",Female,-58,01222772434,Maintaince,Maintaince,Cleaner,High School Diploma,0,Night,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
f3cd903f-2b92-4a16-ab08-afe67cfb4b00,Sherif,Fouad,"Sherif, Fouad",Male,13,01030335074,Finance,Administration,Diploma / BSc in Administration,,0,Morning,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
cecd3f7c-c2f8-4f78-b6e4-6a9b4c3cf714,Samia,Abdel Raouf,"Samia, Abdel Raouf",Female,-73,01013829222,Finance,Administration,Diploma / BSc in Administration,,0,Evening,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
6668ad52-1ccf-40d9-a8a6-61e6464381eb,Rola,Mohsen,"Rola, Mohsen",Female,-44,01570206683,Receptionist,Administration,Diploma / BSc in Administration,,0,Night,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
4c46cc51-dd69-49d4-b956-5273131b5c55,Daliah,Taha,"Daliah, Taha",Female,-50,01580363438,Finance,Administration,Diploma / BSc in Administration,,0,Evening,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
33e78822-0be7-4210-8e23-6a99a700dbf2,Hala,Fathy,"Hala, Fathy",Female,-62,01115085710,Receptionist,Administration,Diploma / BSc in Administration,,0,Morning,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
52492a53-7df5-43ee-9b21-10f8524f0939,Widad,El-Din,"Widad, El-Din",Female,18,01135782791,Finance,Administration,Diploma / BSc in Administration,,0,Evening,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
1a849974-0adc-4446-8482-ead0f56ef81b,Naguib,El-Masry,"Naguib, El-Masry",Male,-23,01034831771,Receptionist,Administration,Diploma / BSc in Administration,,0,Morning,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
ba5c920c-2751-4f76-9730-b1b6c795d7dc,Yara,Samer,"Yara, Samer",Female,-15,01178492012,Receptionist,Administration,Diploma / BSc in Administration,,0,Evening,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
e9f77337-53d0-48e7-b9c4-1558138ecb41,Shokry,Hammam,"Shokry, Hammam",Male,21,01257159504,Finance,Administration,Diploma / BSc in Administration,,0,Morning,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
ef87509f-2f18-46fd-a049-65f31c800120,Khalil,Metwalli,"Khalil, Metwalli",Male,17,01267644052,Finance,Administration,Diploma / BSc in Administration,,0,Morning,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
28e4d0f2-2b48-463d-b30f-7e8c04a9aab3,Hady,Makram,"Hady, Makram",Male,-33,01059598802,Finance,Administration,Diploma / BSc in Administration,,0,Night,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
091a2911-5716-4ee2-bb57-9dafb03824b9,Gamal,Mahmoud,"Gamal, Mahmoud",Male,3,01121156721,Receptionist,Administration,Diploma / BSc in Administration,,0,Morning,af4902d1-ddf7-4155-9337-d78d53859245,,Zagazig,Sharqia,False
420145fa-e35d-478b-99a4-f62d95b7eea4,Dina,Aziz,"Dina, Aziz",Female,-27,01235656185,Doctor,Emergency,Emergency Physician,"MD, Emergency Medicine Residency",0,Morning,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
415f00f8-e2a6-490e-a00e-c7dd16391953,Amjad,Kamal,"Amjad, Kamal",Male,8,01281171211,Doctor,Emergency,Paramedic,MD,0,Morning,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,True
fde1f5cd-61d7-4335-a473-bb1fbaf16d58,Suzan,Badawy,"Suzan, Badawy",Female,-43,01515294064,Doctor,Emergency,Technician,MD,0,Evening,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
ac2328a3-d1d1-4e8e-aace-b6a6d3c7a31c,Hadia,Abd El-Moneim,"Hadia, Abd El-Moneim",Female,-32,01213327569,Doctor,Internal Medicine,General Practitioner,MD,0,Morning,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
26f29d40-0cc8-49b6-b5af-32095093778b,Omnia,Helmy,"Omnia, Helmy",Female,-60,01220415198,Doctor,Internal Medicine,General Practitioner,MD,0,Morning,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
cacfdd4f-3e92-4ffc-8df2-b30662338954,Lina,Botros,"Lina, Botros",Female,-19,01037934086,Doctor,Internal Medicine,General Practitioner,MD,0,Evening,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
55d98954-d7a8-4e45-a0d3-58251f02a077,Anouar,Abou Elela,"Anouar, Abou Elela",Male,-68,01246106242,Doctor,Internal Medicine,Internist,MD,0,Morning,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,True
74827416-1697-4f5e-8212-dd6ca6abe2b3,Yusra,Ahmed,"Yusra, Ahmed",Female,25,01247220890,Doctor,Internal Medicine,Nurse,MD,0,Evening,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
2e81d514-aec2-4137-8cd9-2fa0c7bb4967,Zahraa,Abdallah,"Zahraa, Abdallah",Female,-38,01163661757,Doctor,Internal Medicine,General Practitioner,MD,0,Night,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
c8ed8c50-8fed-493c-b8b3-8d8dc86a8095,Reda,Abdel Monem,"Reda, Abdel Monem",Male,17,01230684593,Doctor,Internal Medicine,General Practitioner,MD,0,Morning,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
2b05ba9e-bc5f-4570-86fa-119b75fdc634,Nahed,Abd El-Wahab,"Nahed, Abd El-Wahab",Female,-31,01546332035,Doctor,General Surgery,Anesthesiologist,MD,0,Evening,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
e4881a24-63f3-4ee9-97a1-e6a3a446c339,Mahmoudi,Hassan,"Mahmoudi, Hassan",Male,13,01263011311,Doctor,General Surgery,Anesthesiologist,MD,0,Night,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
1cf08a59-5b52-4cb9-803d-b2b6c96be923,Yahya,Abdel Latif,"Yahya, Abdel Latif",Male,-44,01212673980,Doctor,General Surgery,Surgical Nurse,MD,0,Night,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
80f7c59f-cbf6-4bbd-bcf1-2e9a75ed8bde,Nazih,Mohamed,"Nazih, Mohamed",Male,-39,01241712512,Doctor,Pediatrics,Technician,MD,0,Morning,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
0d6abc17-dd7e-4127-be33-5ffc36efa1d1,Bassel,Barakat,"Bassel, Barakat",Male,-68,01524509281,Doctor,Pediatrics,Pediatric Nurse,MD,0,Night,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
8c05946a-c2df-453d-8df2-97cf8c376fbf,Suzan,Dawoud,"Suzan, Dawoud",Female,7,01231864236,Doctor,Pediatrics,Technician,MD,0,Night,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
376e59a4-4fd0-432b-a1b7-9277ae0763cd,Bilal,Mostafa,"Bilal, Mostafa",Male,-40,01072762109,Doctor,Pediatrics,Pediatric Nurse,MD,0,Night,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
cc5b2e77-fa7d-4401-a9c8-ee0df01acacd,Thanaa,Farrag,"Thanaa, Farrag",Female,8,01585426821,Doctor,Gynecology & Obstetrics,Nurse,MD,0,Evening,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
3b4cd8a2-7149-43a5-80f5-6ffa3344d85b,Fatima,Mahmoud,"Fatima, Mahmoud",Female,-47,01147097901,Doctor,Gynecology & Obstetrics,Nurse,MD,0,Morning,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
71cb6e88-2d00-4e33-ad50-aa8249cd86c7,Hibah,Helmy,"Hibah, Helmy",Female,-68,01158941091,Doctor,Gynecology & Obstetrics,Gynecologist,"MD, OB/GYN Residency",0,Evening,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
081f25b2-a77f-4753-8873-d17ed707a1f7,Haitham,Hamouda,"Haitham, Hamouda",Male,-19,01151856468,Doctor,Gynecology & Obstetrics,Obstetrician,"MD, OB/GYN Residency",0,Night,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,True
a32ad7f1-4970-4223-a15f-f18daf8d0991,Mostafa,El-Gendy,"Mostafa, El-Gendy",Male,-60,01236213726,Doctor,Gynecology & Obstetrics,Gynecologist,"MD, OB/GYN Residency",0,Evening,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
56e5d443-3d25-41a4-88b9-18ebf881b642,Mustafa,Gaber,"Mustafa, Gaber",Male,6,01097329446,Doctor,Gynecology & Obstetrics,Obstetrician,"MD, OB/GYN Residency",0,Morning,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,True
f90cb2e4-b08b-4e55-88bc-ea919cc3a78f,Nazih,Gad,"Nazih, Gad",Male,2,01146750340,Doctor,Radiology,Radiologist,"MD, Radiology Residency",0,Night,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
8a75600d-cc38-4a04-95dd-36d946df8b7d,Mostafa,Mahmoud,"Mostafa, Mahmoud",Male,-42,01561435035,Doctor,Radiology,Radiology Technician,MD,0,Night,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
52231dc9-f0f7-4f32-8a2e-a2bb3219f971,Nader,Othman,"Nader, Othman",Male,6,01060975432,Doctor,Radiology,Radiologist,"MD, Radiology Residency",0,Evening,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
7ffe31e2-75e8-4521-badc-8ef015186d52,Mohab,Abu El-Fadl,"Mohab, Abu El-Fadl",Male,7,01571398156,Doctor,Laboratory,Lab Technician,BSc Laboratory Sciences,0,Night,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
21b1b3ba-2f76-4a40-9bfa-36a9f181982f,Nashaat,Samer,"Nashaat, Samer",Male,-59,01052123729,Doctor,Laboratory,Pathologist,"MD, Pathology Residency",0,Evening,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
af378465-1823-4990-a624-6a75d3fe3fd0,Hager,Shawky,"Hager, Shawky",Female,-28,01144002422,Doctor,Laboratory,Lab Technician,BSc Laboratory Sciences,0,Night,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
26be6ef2-18b3-494c-8454-8207e002d663,Hala,Naguib,"Hala, Naguib",Female,-74,01090978166,Doctor,Laboratory,Pathologist,"MD, Pathology Residency",0,Morning,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
56ee0e71-a001-4ac8-9491-8d4d06aba087,Bakr,El-Beltagy,"Bakr, El-Beltagy",Male,14,01572063668,Doctor,Laboratory,Pathologist,"MD, Pathology Residency",0,Evening,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
53129e28-0a8a-48c9-a43d-365fd7d180c9,Kareem,Abd El-Hamid,"Kareem, Abd El-Hamid",Male,-19,01091841556,Doctor,Laboratory,Lab Technician,BSc Laboratory Sciences,0,Morning,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
58f373de-db56-4800-bebe-5202d1a6843e,Asmaa,Abdel Malik,"Asmaa, Abdel Malik",Female,-39,01124583711,Doctor,Psychiatry,Nurse,MD,0,Night,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
de81affc-81fc-43ae-b10b-b33cec3f79e4,Amira,Abd El-Wahab,"Amira, Abd El-Wahab",Female,-67,01019638509,Doctor,Psychiatry,Nurse,MD,0,Morning,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
49cdf287-931e-4cf5-89f5-82c345853419,Jihan,Hammam,"Jihan, Hammam",Female,2,01292506135,Doctor,Psychiatry,Nurse,MD,0,Night,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
37622962-1343-4946-b359-771b5c413efc,Nazih,El-Baz,"Nazih, El-Baz",Male,-32,01266994835,Doctor,Psychiatry,Psychiatrist,MD,0,Night,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
5e399f56-e95d-4bd3-bc79-8d5f775df9e9,Ashraf,Arafa,"Ashraf, Arafa",Male,-47,01085624838,Doctor,Oncology,Chemotherapy Technician,MD,0,Morning,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
9b10ee9a-6b12-4168-b9f5-dda15a0ec9b3,Rawan,Sabry,"Rawan, Sabry",Female,-21,01077979397,Doctor,Oncology,Oncologist,MD,0,Morning,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
27f50e0d-3dcd-41b6-8af4-1ffaefe4b01d,Marouf,Abu El-Magd,"Marouf, Abu El-Magd",Male,-32,01512812695,Doctor,Oncology,Oncology Nurse,MD,0,Evening,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
413ae7d8-ad46-4c43-8920-ac2cd5b284b1,Naguib,Abou El-Soud,"Naguib, Abou El-Soud",Male,3,01080366833,Doctor,Oncology,Chemotherapy Technician,MD,0,Morning,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
b8642c2d-b33a-4477-9474-a81d949d127f,Mahdy,Abdel Monem,"Mahdy, Abdel Monem",Male,-60,01075478188,Doctor,Dermatology,Nurse,MD,0,Night,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
6171aa2d-4af7-4119-b840-d2f2fe72377d,Tamer,Saad,"Tamer, Saad",Male,-41,01121101334,Doctor,Dermatology,Nurse,MD,0,Evening,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
8f8c83e0-ec08-4d52-8179-b29c992886e2,Hanady,Makram,"Hanady, Makram",Female,17,01276462407,Doctor,Dermatology,Nurse,MD,0,Evening,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,True
165f6ace-601f-4298-91d1-5b77da5011c3,Basmalah,El-Kashef,"Basmalah, El-Kashef",Female,-27,01255760251,Doctor,Dermatology,Nurse,MD,0,Evening,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
4ac4f5c3-5161-427c-a685-30fe19eebca8,Ramy,Tawfik,"Ramy, Tawfik",Male,-20,01050770605,Doctor,Dermatology,Nurse,MD,0,Night,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
86577252-945c-470c-8963-b0ac122a7bc9,Khalifa,El-Far,"Khalifa, El-Far",Male,25,01173279213,Doctor,Dermatology,Nurse,MD,0,Morning,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
e98d7564-2015-43db-876a-366604668a7b,Amani,Atef,"Amani, Atef",Female,-66,01016760878,Doctor,Cardiology,Cardiologist,MD,0,Morning,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
6ebde7af-9cad-4e16-aba9-52e2d1733e78,Shady,Mokhtar,"Shady, Mokhtar",Male,1,01579752872,Doctor,Cardiology,Technician,MD,0,Morning,4572977e-97d6-4923-9988-5d997e90a929,,Abu Kabir,Sharqia,False
